iter	RMSE
0	1.801541999
1	1.719601572
2	1.644545097
3	1.570549553
4	1.499887856
5	1.430246177
6	1.364977718
7	1.30407836
8	1.244844736
9	1.188667952
10	1.133572996
11	1.08134876
12	1.032067859
13	0.9855522521
14	0.9416024711
15	0.8992264707
16	0.858920533
17	0.8230544214
18	0.7859925673
19	0.7502658109
20	0.7169082757
21	0.6855561517
22	0.655170082
23	0.6271813695
24	0.5997382092
25	0.5738472503
26	0.549537476
27	0.5263144092
28	0.5036665882
29	0.4825930205
30	0.4626933186
31	0.443702941
32	0.4247572782
33	0.4074448748
34	0.3904993229
35	0.3746442989
36	0.3601543617
37	0.3464231897
38	0.3326507439
39	0.3202129712
40	0.3076725829
41	0.2958712081
42	0.2846515149
43	0.2738398565
44	0.2637374999
45	0.2541035604
46	0.2453926101
47	0.2373129525
48	0.2292793399
49	0.2217329291
50	0.2146507713
51	0.2079033258
52	0.2014671411
53	0.195385574
54	0.1894145636
55	0.18394865
56	0.1785473665
57	0.1736675783
58	0.1689784303
59	0.1646308766
60	0.1602255615
61	0.1562773999
62	0.1526613085
63	0.1491586997
64	0.1457727488
65	0.1428513104
66	0.1397414955
67	0.1368710046
68	0.1341888898
69	0.1314462547
70	0.1290980416
71	0.1268377478
72	0.1246619129
73	0.1226006061
74	0.1206897094
75	0.1189176174
76	0.1171518111
77	0.1154822045
78	0.1140346331
79	0.1123295601
80	0.1108450591
81	0.109492462
82	0.1082959106
83	0.1070560654
84	0.1058354078
85	0.1046969699
86	0.1037862657
87	0.1028542738
88	0.1020642151
89	0.1009033075
90	0.1000767212
91	0.09932485305
92	0.09832658316
93	0.09764813641
94	0.09703868515
95	0.09620251724
96	0.0956619049
97	0.09511772288
98	0.09460477481
99	0.09412485918
100	0.09366372314
101	0.09289525099
102	0.09245533493
103	0.09175156596
104	0.09099924983
105	0.09043530101
106	0.09002866281
107	0.08963411715
108	0.08926865521
109	0.08892807708
110	0.08836025893
111	0.08804377716
112	0.08764017331
113	0.08729244277
114	0.0870233254
115	0.08676429723
116	0.08620751408
117	0.08585614436
118	0.08557025177
119	0.08526365579
120	0.08474770252
121	0.08436893441
122	0.08409352898
123	0.08368807725
124	0.08346184241
125	0.08321848961
126	0.08300090354
127	0.08251958614
128	0.08226983045
129	0.08205532235
130	0.0818862981
131	0.08159009753
132	0.0814179496
133	0.08126198823
134	0.08108527135
135	0.08092048077
136	0.08070679314
137	0.08058440755
138	0.08019018768
139	0.0800035448
140	0.07980591291
141	0.0794385863
142	0.07931591766
143	0.07899772057
144	0.0787849431
145	0.07841965873
146	0.07824649487
147	0.07811662831
148	0.07795218949
149	0.07779289523
150	0.07760659312
151	0.07742534326
152	0.07731431437
153	0.0771756033
154	0.07706836193
155	0.07676323149
156	0.07660525177
157	0.07639044978
158	0.07615724691
159	0.0760058745
160	0.07583562441
161	0.07572528977
162	0.07562971659
163	0.07551280649
164	0.07538959041
165	0.07509048904
166	0.07497452933
167	0.07487252489
168	0.07476164927
169	0.07448327716
170	0.07439087848
171	0.07418044409
172	0.07407619444
173	0.07398881666
174	0.07390955621
175	0.07384601264
176	0.07373075912
177	0.0736363228
178	0.0735472433
179	0.07345064507
180	0.07335640856
181	0.07318950082
182	0.07310475573
183	0.07295407209
184	0.07288551184
185	0.07271117907
186	0.0725400945
187	0.07243341447
188	0.07236168508
189	0.07226923568
190	0.07217931399
191	0.07207682119
192	0.07197897763
193	0.07189930506
194	0.07179732971
195	0.07162358959
196	0.07155805085
197	0.07146215046
198	0.07140721237
199	0.07119645899
200	0.07101625997
201	0.07096973267
202	0.07078881478
203	0.07064178701
204	0.07057004173
205	0.07044422944
206	0.07034507805
207	0.07025464329
208	0.07018682588
209	0.07005408292
210	0.06998597599
211	0.06994210526
212	0.06976071306
213	0.06966701694
214	0.06959992977
215	0.06953629194
216	0.06947456058
217	0.06942963228
218	0.06929187428
219	0.06916864851
220	0.06912890454
221	0.0690351794
222	0.06887336416
223	0.0687588549
224	0.06856785321
225	0.06847891212
226	0.06843399118
227	0.06831380028
228	0.06826361731
229	0.06812593992
230	0.06805652535
231	0.06795620505
232	0.06789396727
233	0.06781453895
234	0.0677642421
235	0.0676508218
236	0.06755811084
237	0.06745590449
238	0.06740424161
239	0.0672571875
240	0.06720621821
241	0.06708032486
242	0.06701239837
243	0.06695410496
244	0.06691670483
245	0.06686822161
246	0.06682846882
247	0.06671705171
248	0.06664426942
249	0.06654766659
250	0.06649116649
251	0.06640095888
252	0.06635146693
253	0.06626979241
254	0.06622706498
255	0.06617261162
256	0.06604711827
257	0.06601187551
258	0.06597115365
259	0.06587525027
260	0.06582852975
261	0.06577744212
262	0.06573152461
263	0.06569964411
264	0.06562456045
265	0.06556362691
266	0.06552866412
267	0.06548997284
268	0.06538750692
269	0.06531896042
270	0.06525334935
271	0.06516851875
272	0.06510610032
273	0.06503410847
274	0.06497448454
275	0.06492372122
276	0.06485262102
277	0.06480890975
278	0.06475286476
279	0.06468089766
280	0.06464338133
281	0.06460667561
282	0.06458011455
283	0.06455710523
284	0.06449219832
285	0.06444777652
286	0.06439751627
287	0.06434050808
288	0.06431441775
289	0.06427968214
290	0.06424591879
291	0.06419012571
292	0.06410548278
293	0.06405138611
294	0.0640332577
295	0.06398839897
296	0.06394339796
297	0.06385888219
298	0.06379061212
299	0.06370897918
300	0.06367122243
301	0.06362143429
302	0.06357157614
303	0.06353862259
304	0.06347922344
305	0.06343153939
306	0.06334325796
307	0.06331809618
308	0.06328367606
309	0.06326215246
310	0.0632013277
311	0.06317427806
312	0.06313232205
313	0.06310641463
314	0.06307134863
315	0.06302632329
316	0.06297337006
317	0.06294831953
318	0.06289926713
319	0.06281458796
320	0.06278066436
321	0.06274525292
322	0.06269796584
323	0.06267960647
324	0.06265492596
325	0.06262638316
326	0.06259530699
327	0.06255918503
328	0.0625308824
329	0.06246218827
330	0.06239535275
331	0.06237320774
332	0.06233692046
333	0.06229854661
334	0.06228378654
335	0.06224648333
336	0.06220916634
337	0.06218551697
338	0.06216029608
339	0.06213520085
340	0.06209775526
341	0.06206392803
342	0.06203982312
343	0.06201758959
344	0.06198661042
345	0.06195310756
346	0.06189637623
347	0.06186693275
348	0.06180845306
349	0.06177841491
350	0.06175765442
351	0.0617181773
352	0.06165890236
353	0.06163935704
354	0.06158016426
355	0.06154400699
356	0.06150466722
357	0.06148334933
358	0.06145446512
359	0.06143792852
360	0.06140397908
361	0.06135987469
362	0.06133728268
363	0.06131552043
364	0.06126663175
365	0.06125189429
366	0.06122662953
367	0.06118602313
368	0.06116335877
369	0.06113988051
370	0.06110752301
371	0.0610896726
372	0.06103571706
373	0.06101299821
374	0.06096347062
375	0.06094348752
376	0.0609234895
377	0.06088705084
378	0.06087431074
379	0.06085769203
380	0.06082484657
381	0.06080073079
382	0.06077249667
383	0.06074914849
384	0.06071740975
385	0.06070698129
386	0.06068595173
387	0.06065843638
388	0.0606364734
389	0.06061453897
390	0.06058616195
